,ALPHA_DEG,BETA_DEG,MACH,CA,CN,CY,CLL,CM,CLN,XCP,ZCP
3154,0,4,9.0,0.0358168,0.0688993,-0.0384973,0.00378412,-0.0109462,0.0573395,-2.31387,0.269541
3155,0,5,9.0,0.0363305,0.0684988,-0.0492381,0.00475621,-0.01088,0.0734282,-2.33397,0.271217
3156,1,-6,9.0,0.0420447,0.089936,0.0605841,-0.00571951,-0.0157691,-0.0898919,-2.33087,0.279209
3157,1,-5,9.0,0.0396468,0.0903928,0.0492204,-0.00474905,-0.0157377,-0.0735408,-2.30817,0.277557
3158,1,-4,9.0,0.0388977,0.0907444,0.0385268,-0.00378465,-0.0157667,-0.0576175,-2.28813,0.276098
3159,1,-3,9.0,0.0382958,0.0910352,0.0283778,-0.00284357,-0.0158245,-0.0424158,-2.27152,0.274891
3160,1,-2,9.0,0.038223,0.0911936,0.0186962,-0.00189237,-0.015839,-0.0279962,-2.2592,0.273995
3161,1,-1,9.0,0.0377649,0.0913322,0.00930074,-0.000964659,-0.0158758,-0.013914,-2.25145,0.273454
3162,1,0,9.0,0.037152,0.0913791,8.74627e-05,-2.37851e-05,-0.0158532,-0.000166855,-2.24887,0.273272
3163,1,1,9.0,0.0379491,0.0912965,-0.00913162,0.000905608,-0.0158608,0.0136299,-2.25137,0.27347
3164,1,2,9.0,0.0380028,0.091218,-0.0185073,0.00185061,-0.0158723,0.0274864,-2.25905,0.274028
3165,1,3,9.0,0.0382561,0.0910345,-0.0282005,0.00279069,-0.015844,0.0419694,-2.2713,0.274937
3166,1,4,9.0,0.0386525,0.0907729,-0.0383413,0.00373855,-0.015784,0.0571151,-2.28784,0.276158
3167,1,5,9.0,0.0393107,0.0904274,-0.0490344,0.00469272,-0.0157343,0.07314,-2.30784,0.277629
3168,2,-6,9.0,0.0451847,0.112692,0.0604487,-0.00567363,-0.0207221,-0.0896367,-2.30526,0.284195
3169,2,-5,9.0,0.0425917,0.113063,0.049121,-0.00472158,-0.0206699,-0.073344,-2.28287,0.282716
3170,2,-4,9.0,0.0415835,0.113386,0.0384472,-0.00376657,-0.0206886,-0.0575137,-2.26323,0.281415
3171,2,-3,9.0,0.0410164,0.113615,0.0283324,-0.0028233,-0.0207231,-0.0423769,-2.24705,0.280341
3172,2,-2,9.0,0.0408031,0.113762,0.0186683,-0.001884,-0.020736,-0.0279405,-2.23507,0.279552
3173,2,-1,9.0,0.0405586,0.113869,0.00927895,-0.000953619,-0.0207657,-0.0139382,-2.22758,0.279067
3174,2,0,9.0,0.0399302,0.113925,8.49065e-05,-2.27839e-05,-0.0207428,-0.000164416,-2.22503,0.278881
3175,2,1,9.0,0.0406219,0.113861,-0.00910794,0.000905809,-0.0207709,0.0135855,-2.22751,0.279081
3176,2,2,9.0,0.0407594,0.113787,-0.0184853,0.00184411,-0.0207663,0.0274498,-2.23493,0.279581
3177,2,3,9.0,0.0410203,0.113627,-0.0281541,0.00277719,-0.020745,0.0419114,-2.24685,0.280386
3178,2,4,9.0,0.0414308,0.113398,-0.0382728,0.0037185,-0.0206957,0.0570242,-2.26296,0.28147
3179,2,5,9.0,0.0423012,0.113094,-0.048943,0.0046659,-0.0206661,0.072924,-2.28256,0.282784
3180,3,-6,9.0,0.0481207,0.136347,0.0604134,-0.00565642,-0.0258093,-0.089566,-2.28101,0.288124
3181,3,-5,9.0,0.0456751,0.136653,0.0491159,-0.00471612,-0.025752,-0.0732291,-2.25924,0.286772
3182,3,-4,9.0,0.0446121,0.136917,0.0384551,-0.00377278,-0.0257578,-0.0574506,-2.24025,0.285589
3183,3,-3,9.0,0.0444404,0.137083,0.0283679,-0.00281541,-0.0257591,-0.0424725,-2.22471,0.284618
3184,3,-2,9.0,0.0438788,0.137242,0.0186779,-0.00188581,-0.0257943,-0.0279662,-2.21323,0.283907
3185,3,-1,9.0,0.0436099,0.137345,0.00929104,-0.000957327,-0.0258184,-0.0139381,-2.20609,0.283464
3186,3,0,9.0,0.0430101,0.137398,8.26039e-05,-2.24443e-05,-0.0257943,-0.000167455,-2.20365,0.2833
3187,3,1,9.0,0.0437242,0.137344,-0.00912473,0.00091224,-0.0258246,0.0135432,-2.20603,0.283477
3188,3,2,9.0,0.0438584,0.13727,-0.0185009,0.00184828,-0.0258199,0.0274527,-2.21309,0.283933
3189,3,3,9.0,0.0441645,0.137132,-0.028173,0.00278581,-0.0258019,0.0419091,-2.22451,0.284657
3190,3,4,9.0,0.0445425,0.136927,-0.0382871,0.00372808,-0.0257634,0.0570062,-2.24,0.285641
3191,3,5,9.0,0.0454916,0.136684,-0.0489445,0.00466412,-0.0257495,0.0728339,-2.25894,0.286836
3192,4,-6,9.0,0.0514738,0.161058,0.060491,-0.0056805,-0.0311001,-0.0897282,-2.25874,0.291164
3193,4,-5,9.0,0.0490821,0.161304,0.0491891,-0.00473992,-0.031047,-0.0733217,-2.23781,0.289909
3194,4,-4,9.0,0.0478858,0.161521,0.0385367,-0.0038034,-0.0310429,-0.0575345,-2.21968,0.288815
3195,4,-3,9.0,0.0478158,0.161648,0.0284362,-0.00283502,-0.031029,-0.0425783,-2.20489,0.287922
3196,4,-2,9.0,0.0473072,0.161795,0.0187268,-0.00190261,-0.0310545,-0.0280526,-2.19404,0.287267
3197,4,-1,9.0,0.0470564,0.161886,0.00931487,-0.000964584,-0.0310715,-0.014005,-2.18727,0.286862
3198,4,0,9.0,0.0464739,0.161944,8.13301e-05,-2.13192e-05,-0.0310422,-0.000194751,-2.18497,0.286713
3199,4,1,9.0,0.0472796,0.161896,-0.00915017,0.000920564,-0.0310833,0.0135688,-2.18721,0.286872
3200,4,2,9.0,0.0473089,0.161827,-0.0185518,0.00186694,-0.0310788,0.0275384,-2.1939,0.28729
3201,4,3,9.0,0.0474606,0.1617,-0.0282446,0.00281164,-0.0310679,0.0420302,-2.2047,0.287957
3202,4,4,9.0,0.0478635,0.161529,-0.0383767,0.00376002,-0.03105,0.0571113,-2.21944,0.288863
3203,4,5,9.0,0.0490226,0.161323,-0.0490278,0.00469264,-0.0310552,0.0728792,-2.23753,0.289966
3204,5,-6,9.0,0.0554298,0.186943,0.0606986,-0.00573567,-0.0366302,-0.0900873,-2.2388,0.293492
3205,5,-5,9.0,0.0535114,0.187168,0.0493916,-0.00480189,-0.0365963,-0.0736073,-2.21886,0.29231
3206,5,-4,9.0,0.052048,0.187328,0.0387097,-0.00385767,-0.0365833,-0.0579741,-2.20164,0.291283
3207,5,-3,9.0,0.051602,0.187464,0.0285659,-0.00289347,-0.0365805,-0.0429091,-2.18772,0.290449
3208,5,-2,9.0,0.0514613,0.187555,0.0188382,-0.00193022,-0.0365712,-0.0284066,-2.17752,0.289842
3209,5,-1,9.0,0.0511342,0.187638,0.00937253,-0.000977892,-0.0365846,-0.0142938,-2.17122,0.289469
3210,5,0,9.0,0.050271,0.187705,7.94838e-05,-2.4512e-05,-0.0365337,-0.000227191,-2.16907,0.289331
3211,5,1,9.0,0.0513344,0.187647,-0.00920628,0.000928548,-0.0365954,0.0137728,-2.17116,0.289478
3212,5,2,9.0,0.0512723,0.18758,-0.0186627,0.0018917,-0.036598,0.0278405,-2.1774,0.289863
3213,5,3,9.0,0.0512789,0.187455,-0.0283946,0.00285011,-0.0365942,0.0423485,-2.18754,0.290478
3214,5,4,9.0,0.0517463,0.187297,-0.038548,0.00380356,-0.0365872,0.0574151,-2.20142,0.291325
3215,5,5,9.0,0.0531237,0.187147,-0.0492323,0.0047433,-0.0366024,0.0730508,-2.21858,0.292359
3216,6,-6,9.0,0.0598601,0.214117,0.0610384,-0.00583584,-0.0424168,-0.0904267,-2.22116,0.295251
3217,6,-5,9.0,0.0580987,0.214313,0.0496841,-0.00487275,-0.042396,-0.0737671,-2.20232,0.294133
3218,6,-4,9.0,0.0563172,0.214417,0.0389573,-0.00392206,-0.0423835,-0.0582097,-2.18621,0.293168
3219,6,-3,9.0,0.0558316,0.214555,0.0287604,-0.00295096,-0.0423811,-0.0431189,-2.1732,0.292385
3220,6,-2,9.0,0.0557249,0.214603,0.0189839,-0.0019544,-0.0423531,-0.0286337,-2.1637,0.29182
3221,6,-1,9.0,0.0552739,0.214713,0.00944044,-0.000998076,-0.0423843,-0.0144325,-2.15781,0.291465
3222,6,0,9.0,0.0544293,0.214771,7.86491e-05,-3.38523e-05,-0.0423107,-0.000251482,-2.15583,0.291343
3223,6,1,9.0,0.0554938,0.214726,-0.0092747,0.000947025,-0.0423925,0.0138717,-2.15775,0.291474
3224,6,2,9.0,0.0555075,0.214659,-0.0188005,0.00192751,-0.0423916,0.0280057,-2.16359,0.291838
3225,6,3,9.0,0.0556657,0.21455,-0.0285951,0.00290928,-0.0423908,0.042599,-2.17303,0.292413
3226,6,4,9.0,0.0561509,0.214395,-0.0388009,0.00387348,-0.0423857,0.0576595,-2.186,0.293202
3227,6,5,9.0,0.0578366,0.214286,-0.049537,0.00481775,-0.0423975,0.0732337,-2.20207,0.294177
3228,7,-6,9.0,0.0648341,0.24263,0.0614794,-0.00595194,-0.0485309,-0.0909273,-2.20592,0.296589
3229,7,-5,9.0,0.0634189,0.242838,0.0500761,-0.0049576,-0.0485245,-0.0740537,-2.18824,0.295523
3230,7,-4,9.0,0.061452,0.242916,0.0392972,-0.00401611,-0.0484967,-0.0584805,-2.17319,0.294613
3231,7,-3,9.0,0.0607322,0.24303,0.0290168,-0.00302098,-0.0484927,-0.0432795,-2.16108,0.293877
3232,7,-2,9.0,0.0608687,0.243088,0.0191693,-0.00200863,-0.0484567,-0.0288354,-2.15228,0.293344
3233,7,-1,9.0,0.060477,0.243215,0.00953521,-0.00102402,-0.04849,-0.0145305,-2.14686,0.293018
3234,7,0,9.0,0.0592602,0.243272,8.38912e-05,-3.6721e-05,-0.048411,-0.000301702,-2.14502,0.2929
3235,7,1,9.0,0.0603986,0.2432,-0.00936665,0.000971134,-0.0485002,0.0139338,-2.14682,0.293026
3236,7,2,9.0,0.0604421,0.243138,-0.0189795,0.00198297,-0.0484998,0.0281675,-2.15217,0.29336
3237,7,3,9.0,0.0606314,0.243031,-0.0288551,0.00298615,-0.0485087,0.0428105,-2.16093,0.2939
3238,7,4,9.0,0.0613788,0.2429,-0.0391509,0.00397355,-0.048504,0.0579975,-2.17298,0.294645
3239,7,5,9.0,0.0630071,0.242804,-0.0499183,0.00490389,-0.0485278,0.0735046,-2.188,0.295563
3240,8,-6,9.0,0.07039,0.272545,0.062068,-0.0061132,-0.0550079,-0.091247,-2.19292,0.297613
3241,8,-5,9.0,0.0696548,0.272845,0.0505875,-0.00509936,-0.0550256,-0.0743203,-2.17639,0.2966
3242,8,-4,9.0,0.067687,0.272909,0.0397243,-0.00415758,-0.0549981,-0.0587768,-2.1624,0.295737
3243,8,-3,9.0,0.0667255,0.272998,0.0293478,-0.00313351,-0.0549976,-0.0435767,-2.15119,0.29504
3244,8,-2,9.0,0.0666803,0.273085,0.0193802,-0.00208938,-0.0549734,-0.0289784,-2.14303,0.294535
3245,8,-1,9.0,0.0664457,0.273183,0.00966103,-0.00106804,-0.0549941,-0.0147734,-2.13809,0.29424
3246,8,0,9.0,0.0639744,0.27323,8.526e-05,-3.8222e-05,-0.0548377,-0.000331061,-2.13635,0.294124
3247,8,1,9.0,0.066349,0.273144,-0.00948837,0.00100477,-0.0550004,0.0140946,-2.13804,0.294247
3248,8,2,9.0,0.0663088,0.273066,-0.0192077,0.00205143,-0.0550011,0.0283479,-2.14293,0.29455
3249,8,3,9.0,0.0664974,0.272972,-0.0291902,0.00308863,-0.055018,0.0430483,-2.15104,0.295063
3250,8,4,9.0,0.0673492,0.272846,-0.0395819,0.00409873,-0.0550088,0.0582255,-2.16221,0.295765
3251,8,5,9.0,0.069258,0.272784,-0.0504426,0.00504521,-0.0550195,0.0737817,-2.17616,0.296631
3252,9,-6,9.0,0.0759301,0.303973,0.0626794,-0.00631364,-0.0618527,-0.0915962,-2.18189,0.2984
3253,9,-5,9.0,0.0755043,0.304337,0.0511206,-0.0052472,-0.0618766,-0.07447,-2.16649,0.297438
3254,9,-4,9.0,0.0733271,0.304397,0.0401583,-0.00428813,-0.0618496,-0.0590576,-2.15349,0.296621
3255,9,-3,9.0,0.0722731,0.304499,0.0296852,-0.0032493,-0.0618389,-0.0439148,-2.14312,0.295964
3256,9,-2,9.0,0.0723481,0.304535,0.0196269,-0.00215906,-0.0617885,-0.0292987,-2.1356,0.295487
3257,9,-1,9.0,0.0720274,0.304656,0.00977239,-0.00110717,-0.061828,-0.0149363,-2.13105,0.295203
3258,9,0,9.0,0.0688432,0.304702,8.45175e-05,-3.83739e-05,-0.0616301,-0.000381979,-2.12946,0.2951
3259,9,1,9.0,0.0717361,0.304631,-0.00959544,0.00103941,-0.0618276,0.0141104,-2.13099,0.295211
3260,9,2,9.0,0.071598,0.304526,-0.019428,0.00212203,-0.0618239,0.028449,-2.1355,0.2955
3261,9,3,9.0,0.0718678,0.304411,-0.0295233,0.00318359,-0.0618349,0.0431948,-2.14298,0.295981
3262,9,4,9.0,0.0728719,0.304306,-0.0399974,0.00421412,-0.0618278,0.0583406,-2.15331,0.296642
3263,9,5,9.0,0.0751135,0.304256,-0.0509725,0.0051821,-0.0618446,0.0740053,-2.16627,0.297459
3264,10,-6,9.0,0.0799323,0.336798,0.0632056,-0.0064616,-0.06885,-0.0922397,-2.17302,0.299023
3265,10,-5,9.0,0.079434,0.337218,0.051554,-0.00535126,-0.0688749,-0.0749319,-2.15872,0.298118
3266,10,-4,9.0,0.077736,0.337316,0.0405464,-0.00437401,-0.0688693,-0.059246,-2.14669,0.29735
3267,10,-3,9.0,0.0769385,0.337438,0.0300024,-0.00333844,-0.0688706,-0.0440828,-2.13713,0.296733
3268,10,-2,9.0,0.0767027,0.337523,0.01983,-0.00224055,-0.0688623,-0.0293626,-2.1302,0.296285
3269,10,-1,9.0,0.0764815,0.337646,0.0098807,-0.00115205,-0.068881,-0.0148573,-2.12601,0.296016
3270,10,0,9.0,0.073652,0.337657,8.54541e-05,-3.7352e-05,-0.068714,-0.00031047,-2.1246,0.295938
3271,10,1,9.0,0.0761978,0.337606,-0.00970058,0.0010775,-0.0688763,0.0142401,-2.12597,0.296021
3272,10,2,9.0,0.0762894,0.337492,-0.0196401,0.00217006,-0.0688761,0.0286876,-2.13012,0.296292
3273,10,3,9.0,0.0765037,0.337346,-0.0298315,0.00325957,-0.0688677,0.043537,-2.13701,0.296741
3274,10,4,9.0,0.0775,0.337223,-0.0403835,0.0042986,-0.068858,0.0587237,-2.14655,0.297358
3275,10,5,9.0,0.0790463,0.337129,-0.0514021,0.00529541,-0.0688473,0.07454,-2.15856,0.298128
3276,-10,-6,9.5,0.0301009,-0.150031,0.0686009,-0.00917207,0.0414684,-0.0968376,-2.44821,0.17609
3277,-10,-5,9.5,0.028352,-0.148668,0.0559438,-0.00763705,0.0413339,-0.0788163,-2.43322,0.171748
3278,-10,-4,9.5,0.0276064,-0.147651,0.0439267,-0.0061162,0.0411309,-0.0617667,-2.42007,0.167974
3279,-10,-3,9.5,0.0271985,-0.14687,0.0324653,-0.00459911,0.0409432,-0.0455725,-2.40917,0.16487
3280,-10,-2,9.5,0.0270308,-0.146327,0.0214346,-0.0030812,0.0407894,-0.0300653,-2.40101,0.162552
3281,-10,-1,9.5,0.0268209,-0.145975,0.0106961,-0.00155933,0.0407064,-0.0150526,-2.39593,0.161121
3282,-10,0,9.5,0.0263859,-0.145898,0.000135051,-3.76052e-05,0.0407063,-9.72147e-05,-2.39429,0.160678
3283,-10,1,9.5,0.0265755,-0.14595,-0.010424,0.00147996,0.0407176,0.0147038,-2.39588,0.161119
3284,-10,2,9.5,0.0267933,-0.146293,-0.0211578,0.00299911,0.0407956,0.0297334,-2.40092,0.162546
3285,-10,3,9.5,0.0272637,-0.146855,-0.0321989,0.00451424,0.0409351,0.0452015,-2.40904,0.16486
3286,-10,4,9.5,0.0277454,-0.147638,-0.0436598,0.00602262,0.0411009,0.0614344,-2.41991,0.167963
3287,-10,5,9.5,0.0284243,-0.148648,-0.0556594,0.00754125,0.041296,0.0785564,-2.43306,0.17174
3288,-9,-6,9.5,0.032246,-0.125588,0.0673092,-0.00867173,0.0351154,-0.0949038,-2.4554,0.184052
3289,-9,-5,9.5,0.0302964,-0.124253,0.054827,-0.00720755,0.0350026,-0.0772479,-2.43948,0.179643
3290,-9,-4,9.5,0.0281189,-0.123306,0.0429219,-0.00575606,0.0348376,-0.0606857,-2.42539,0.175765
3291,-9,-3,9.5,0.0274483,-0.122478,0.0316856,-0.00432782,0.0346107,-0.0449122,-2.41425,0.172652
3292,-9,-2,9.5,0.0272096,-0.121941,0.020904,-0.00289938,0.0344765,-0.0296877,-2.40547,0.170258
3293,-9,-1,9.5,0.0271472,-0.121633,0.0104305,-0.00146554,0.0343857,-0.014926,-2.4,0.168771
3294,-9,0,9.5,0.0254491,-0.12159,0.000130756,-3.49894e-05,0.0344728,-0.000114579,-2.39828,0.168324
3295,-9,1,9.5,0.0271284,-0.121629,-0.0101671,0.00139439,0.0343842,0.0147171,-2.39999,0.16877
3296,-9,2,9.5,0.027316,-0.121952,-0.0206445,0.00282509,0.0344603,0.0294265,-2.40544,0.170259
3297,-9,3,9.5,0.02755,-0.122476,-0.0314233,0.00424942,0.0345879,0.044651,-2.41417,0.172652
3298,-9,4,9.5,0.0286494,-0.123283,-0.0426878,0.00567764,0.0348082,0.0605495,-2.42528,0.175766
3299,-9,5,9.5,0.0305035,-0.124244,-0.0545585,0.0071147,0.0349567,0.0769765,-2.43933,0.179646
3300,-8,-6,9.5,0.0318139,-0.10219,0.0658314,-0.00818408,0.0290906,-0.0939087,-2.46098,0.19316
3301,-8,-5,9.5,0.0296272,-0.100909,0.053562,-0.00678444,0.0290007,-0.0764443,-2.4441,0.188743
3302,-8,-4,9.5,0.0287848,-0.0999756,0.0419805,-0.00542425,0.0288222,-0.0598675,-2.42915,0.184844
3303,-8,-3,9.5,0.0283391,-0.0992545,0.0309815,-0.00407609,0.0286563,-0.0442258,-2.41665,0.181605
3304,-8,-2,9.5,0.0281006,-0.0987408,0.0204321,-0.00272975,0.0285255,-0.0292824,-2.40719,0.179172
3305,-8,-1,9.5,0.0280276,-0.0984447,0.0101966,-0.00137992,0.028445,-0.0148036,-2.40127,0.177644
3306,-8,0,9.5,0.0255412,-0.0984101,0.000125544,-3.41991e-05,0.0285764,-0.000119956,-2.39939,0.177122
3307,-8,1,9.5,0.0281638,-0.0984567,-0.00994613,0.0013153,0.0284354,0.0145966,-2.40125,0.177649
3308,-8,2,9.5,0.0283248,-0.0987461,-0.0201818,0.00265929,0.0285139,0.0291271,-2.40712,0.179174
3309,-8,3,9.5,0.0285607,-0.0992464,-0.0307326,0.00400192,0.0286331,0.044052,-2.41652,0.181608
3310,-8,4,9.5,0.0292009,-0.0999572,-0.0417466,0.00534239,0.0287969,0.0596878,-2.42899,0.184849
3311,-8,5,9.5,0.0300418,-0.100899,-0.0533148,0.00669777,0.0289568,0.0762591,-2.44395,0.188755
3312,-7,-6,9.5,0.0312323,-0.0796885,0.0644565,-0.00770492,0.023494,-0.0926026,-2.46344,0.203143
3313,-7,-5,9.5,0.0289913,-0.0784746,0.0523991,-0.00637339,0.0234231,-0.0754078,-2.44555,0.198816
3314,-7,-4,9.5,0.0280274,-0.0776136,0.0410226,-0.00508936,0.023258,-0.0590335,-2.42954,0.194969
3315,-7,-3,9.5,0.0276745,-0.0769429,0.0302522,-0.0038223,0.0230956,-0.0435674,-2.41613,0.191766
3316,-7,-2,9.5,0.0274176,-0.0764535,0.0199398,-0.00256022,0.0229816,-0.0288166,-2.40597,0.189351
3317,-7,-1,9.5,0.0272661,-0.0761685,0.00994772,-0.00130063,0.0229068,-0.0145289,-2.39979,0.187857
3318,-7,0,9.5,0.0254721,-0.076111,0.000122233,-3.28231e-05,0.0229921,-0.000109724,-2.39763,0.187311
3319,-7,1,9.5,0.0271983,-0.076187,-0.00969442,0.00123373,0.0229201,0.0142463,-2.39967,0.187856
3320,-7,2,9.5,0.0272972,-0.0764582,-0.0196839,0.00248242,0.0229948,0.0285925,-2.40586,0.189354
3321,-7,3,9.5,0.0275417,-0.0769292,-0.0299945,0.00373833,0.0231098,0.0433816,-2.41597,0.191771
3322,-7,4,9.5,0.0281237,-0.0775985,-0.0407725,0.00500302,0.0232623,0.0588062,-2.42933,0.194979
3323,-7,5,9.5,0.0289728,-0.0784806,-0.0521198,0.00627593,0.0234154,0.0752158,-2.44526,0.198826
3324,-6,-6,9.5,0.0304454,-0.0579045,0.0631519,-0.00726557,0.0181513,-0.0913496,-2.46198,0.213993
3325,-6,-5,9.5,0.0279945,-0.0567621,0.0512923,-0.00599782,0.0181169,-0.0744563,-2.44304,0.20987
3326,-6,-4,9.5,0.0271457,-0.0559533,0.0401284,-0.0047901,0.0179616,-0.0582177,-2.42606,0.206194
3327,-6,-3,9.5,0.026824,-0.0553336,0.0295753,-0.00359967,0.0178184,-0.0428869,-2.41177,0.203118
3328,-6,-2,9.5,0.0265377,-0.0548797,0.0194831,-0.00240898,0.0177132,-0.0283094,-2.4009,0.200788
3329,-6,-1,9.5,0.026308,-0.0546038,0.00970954,-0.00122836,0.0176473,-0.0141684,-2.39424,0.199362
3330,-6,0,9.5,0.0254617,-0.0544964,0.000119402,-3.22943e-05,0.0176747,-0.000114253,-2.39186,0.198817
3331,-6,1,9.5,0.0264118,-0.0546128,-0.0094745,0.0011626,0.0176415,0.0139122,-2.39416,0.199365
3332,-6,2,9.5,0.0266438,-0.0548759,-0.0192432,0.0023347,0.0177113,0.0280694,-2.40076,0.200799
3333,-6,3,9.5,0.0268352,-0.055312,-0.0293358,0.00351403,0.0178159,0.0427296,-2.41158,0.203132
3334,-6,4,9.5,0.0275525,-0.0559392,-0.0399083,0.00469847,0.0179569,0.0580299,-2.42576,0.206208
3335,-6,5,9.5,0.0285144,-0.0567619,-0.0510673,0.00589741,0.0181058,0.0742536,-2.44273,0.209893
3336,-5,-6,9.5,0.031729,-0.0367468,0.062115,-0.00689902,0.0129349,-0.0901348,-2.45568,0.225296
3337,-5,-5,9.5,0.0288934,-0.0356649,0.0504095,-0.00568166,0.0129413,-0.073567,-2.43561,0.221479
3338,-5,-4,9.5,0.028018,-0.0349092,0.0394172,-0.00453996,0.0128071,-0.0575378,-2.41755,0.218062
3339,-5,-3,9.5,0.027689,-0.0343371,0.0290331,-0.00340926,0.0126768,-0.0423572,-2.40233,0.2152
3340,-5,-2,9.5,0.0274106,-0.0339215,0.0191175,-0.00228424,0.012595,-0.0279136,-2.39079,0.213034
3341,-5,-1,9.5,0.0271373,-0.0336655,0.00952381,-0.00116698,0.0125332,-0.0139681,-2.38365,0.211696
3342,-5,0,9.5,0.0262895,-0.0335769,0.000112723,-3.51105e-05,0.0125571,-0.000126055,-2.38114,0.211199
3343,-5,1,9.5,0.0271887,-0.0336625,-0.00929684,0.00109622,0.0125357,0.0137722,-2.38357,0.211703
3344,-5,2,9.5,0.027492,-0.0339109,-0.0188859,0.00220851,0.0125888,0.0277077,-2.39064,0.21305
3345,-5,3,9.5,0.0278592,-0.0343233,-0.0288091,0.00332123,0.012684,0.0422138,-2.40213,0.215222
3346,-5,4,9.5,0.0285335,-0.0349008,-0.0392152,0.004443,0.0128178,0.057357,-2.41725,0.218089
3347,-5,5,9.5,0.0294714,-0.0356548,-0.0502051,0.00558683,0.0129417,0.0733885,-2.43528,0.221516
3348,-4,-6,9.5,0.0333031,-0.0160233,0.0612156,-0.00656764,0.00794187,-0.089077,-2.44404,0.236641
3349,-4,-5,9.5,0.0299992,-0.0150112,0.0496387,-0.00540417,0.00797362,-0.0727705,-2.42284,0.2332
3350,-4,-4,9.5,0.0290324,-0.0143103,0.0387927,-0.00431412,0.00785877,-0.0569185,-2.40374,0.230122
3351,-4,-3,9.5,0.0286344,-0.0137925,0.0285562,-0.0032411,0.0077452,-0.0419011,-2.38761,0.227536
3352,-4,-2,9.5,0.0285369,-0.0134263,0.0188009,-0.0021703,0.00766873,-0.0276106,-2.37533,0.225578
3353,-4,-1,9.5,0.0282039,-0.0131844,0.0093615,-0.00110882,0.00760976,-0.0138302,-2.36775,0.224371
3354,-4,0,9.5,0.0274628,-0.0131043,0.000108639,-3.36911e-05,0.0076272,-0.000143565,-2.36503,0.223914
3355,-4,1,9.5,0.0282203,-0.0131796,-0.00914159,0.00104242,0.00760822,0.0135719,-2.36762,0.224377
3356,-4,2,9.5,0.0285042,-0.0134039,-0.0185752,0.00209576,0.00766484,0.027398,-2.37512,0.225595
3357,-4,3,9.5,0.0290893,-0.0137997,-0.0283517,0.00315513,0.00773834,0.0416812,-2.38735,0.227564
3358,-4,4,9.5,0.0297482,-0.0143218,-0.0386038,0.00422557,0.00785596,0.0567086,-2.40342,0.230161
3359,-4,5,9.5,0.0304986,-0.0149821,-0.0494359,0.00531738,0.00797002,0.0725864,-2.42251,0.23325
3360,-3,-6,9.5,0.0347678,0.00449908,0.0604325,-0.00627451,0.00312614,-0.0881734,-2.42708,0.247549
3361,-3,-5,9.5,0.0314884,0.00538517,0.0489979,-0.00516017,0.0031742,-0.0720717,-2.4048,0.244524
3362,-3,-4,9.5,0.0302472,0.00604434,0.0382621,-0.00412268,0.00307648,-0.0563278,-2.38472,0.241815
3363,-3,-3,9.5,0.0298582,0.00650904,0.0281599,-0.0030949,0.00297655,-0.0414374,-2.36778,0.239542
3364,-3,-2,9.5,0.0298347,0.00681749,0.0185422,-0.00206542,0.00291953,-0.0273611,-2.3548,0.237841
3365,-3,-1,9.5,0.0294091,0.00704957,0.00922178,-0.00105671,0.00285335,-0.0136339,-2.34689,0.236766
3366,-3,0,9.5,0.0287078,0.00712729,0.000104229,-3.30545e-05,0.00287381,-0.000147541,-2.34409,0.23637
3367,-3,1,9.5,0.0293971,0.00705192,-0.00901218,0.000989881,0.00285535,0.0134057,-2.3468,0.236778
3368,-3,2,9.5,0.0298424,0.00683198,-0.0183302,0.00199311,0.00291265,0.0271318,-2.35463,0.237869
3369,-3,3,9.5,0.0302169,0.00649817,-0.0279609,0.00301187,0.00297188,0.0412572,-2.36755,0.239584
3370,-3,4,9.5,0.03076,0.00605547,-0.0380756,0.00404137,0.00307241,0.0560861,-2.38444,0.241868
3371,-3,5,9.5,0.0316678,0.0054463,-0.0487753,0.0050897,0.00314668,0.0718418,-2.40449,0.24459
3372,-2,-6,9.5,0.035774,0.0249767,0.0597292,-0.00602161,-0.00156564,-0.0875014,-2.40558,0.257604
3373,-2,-5,9.5,0.0327109,0.025728,0.048426,-0.00495652,-0.00151124,-0.0714784,-2.38236,0.254986
3374,-2,-4,9.5,0.0313594,0.0263175,0.0378064,-0.00395718,-0.00158276,-0.0558865,-2.36149,0.25264
3375,-2,-3,9.5,0.0308954,0.0267303,0.0278112,-0.00297045,-0.00166898,-0.041095,-2.34391,0.250679
3376,-2,-2,9.5,0.0309735,0.026988,0.0183062,-0.00197995,-0.00171792,-0.027144,-2.33046,0.249213
3377,-2,-1,9.5,0.0305233,0.0272031,0.00910347,-0.0010114,-0.00177526,-0.0134352,-2.32225,0.248297
3378,-2,0,9.5,0.029874,0.0272836,9.89013e-05,-3.01283e-05,-0.00175163,-0.000117633,-2.31936,0.247957
3379,-2,1,9.5,0.0305081,0.0272045,-0.00890407,0.000947786,-0.00177186,0.013255,-2.32216,0.248314
3380,-2,2,9.5,0.0310093,0.0270014,-0.0181052,0.00191307,-0.0017332,0.0268586,-2.33029,0.249245
3381,-2,3,9.5,0.0311632,0.026736,-0.0276151,0.00289826,-0.0016867,0.0408693,-2.34366,0.250727
3382,-2,4,9.5,0.0317707,0.0263426,-0.0376206,0.00388477,-0.00159449,0.0556397,-2.36119,0.252706
